bhk,size,floor,area_type,city,furnishing_status,tenant_preferred,bathroom,point_of_contact,rent
2,1221,2 out of 5,Carpet Area,Bangalore,Unfurnished,Bachelors,2,Contact Owner,9.852246888342531
2,800,Ground out of 2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,8.853808274977197
3,1325,1 out of 10,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,10.34177474101152
2,680,5 out of 14,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,10.819798284210286
2,700,11 out of 15,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,10.596659732783579
1,455,18 out of 22,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,11.002116507732017
2,1250,2 out of 4,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,10.043292972227004
3,1100,Ground out of 3,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,9.546884034617925
3,1100,15 out of 16,Carpet Area,Mumbai,Unfurnished,Bachelors,3,Contact Agent,10.915106645867503
2,850,4 out of 6,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,11.350418300109132
2,846,2 out of 4,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.99884318585288
2,1250,Ground out of 1,Carpet Area,Kolkata,Unfurnished,Family,2,Contact Owner,9.04793908261736
3,1550,5 out of 5,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9.61587214452889
2,75,3 out of 4,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,9.61587214452889
1,410,2 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors,1,Contact Owner,8.987321812850125
2,700,Ground out of 7,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,10.373522431293592
2,445,4 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,9.105090961257085
2,410,2 out of 4,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,8.922791623969637
2,650,7 out of 11,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Agent,10.596659732783579
2,930,1 out of 4,Carpet Area,Chennai,Furnished,Family,2,Contact Owner,9.392745258631441
2,900,5 out of 17,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,10.819798284210286
1,400,2 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,9.392745258631441
2,1000,1 out of 2,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,9.472781556562168
2,800,Ground out of 3,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,8.987321812850125
1,390,4 out of 12,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,10.596659732783579
1,450,1 out of 3,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,9.210440366976517
2,460,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,8.987321812850125
1,379,23 out of 23,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,10.859018228147887
2,1475,4 out of 9,Carpet Area,Bangalore,Furnished,Bachelors/Family,2,Contact Agent,10.146472946063877
2,1000,4 out of 5,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,Contact Agent,9.90353755128617
1,350,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,8.853808274977197
3,2925,1 out of 4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,11.51293546492023
1,400,2 out of 4,Carpet Area,Delhi,Furnished,Bachelors/Family,1,Contact Agent,9.680406499268875
1,470,26 out of 42,Carpet Area,Mumbai,Semi-Furnished,Bachelors,1,Contact Agent,10.985309671896763
2,800,1 out of 2,Super Area,Chennai,Semi-Furnished,Family,2,Contact Owner,9.305741456739435
1,50,3 out of 4,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner,9.210440366976517
2,1200,1 out of 5,Carpet Area,Bangalore,Furnished,Bachelors,1,Contact Agent,10.819798284210286
1,450,3 out of 8,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,10.596659732783579
3,1600,2 out of 3,Super Area,Bangalore,Semi-Furnished,Family,3,Contact Agent,9.90353755128617
2,700,1 out of 2,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,9.305741456739435
3,1900,3 out of 6,Carpet Area,Bangalore,Unfurnished,Bachelors,3,Contact Agent,10.596659732783579
1,400,1 out of 4,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,9.305741456739435
2,650,1 out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,8.556606193773073
2,1400,3 out of 4,Super Area,Delhi,Unfurnished,Bachelors,1,Contact Owner,9.581972891547895
2,900,7 out of 9,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,11.225256725762893
4,2000,33 out of 42,Carpet Area,Mumbai,Furnished,Bachelors,4,Contact Agent,12.429220196836383
1,460,7 out of 12,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,10.373522431293592
2,650,2 out of 3,Carpet Area,Bangalore,Unfurnished,Family,2,Contact Owner,9.510519035757246
1,400,3 out of 4,Carpet Area,Delhi,Furnished,Bachelors/Family,1,Contact Agent,9.90353755128617
1,700,1 out of 1,Super Area,Bangalore,Unfurnished,Bachelors,1,Contact Owner,9.210440366976517
3,3000,1 out of 5,Super Area,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent,11.775297421715827
2,675,3 out of 3,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,9.350189267092581
2,600,4 out of 5,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,8.987321812850125
2,650,3 out of 7,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,10.596659732783579
2,650,5 out of 15,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,10.915106645867503
1,390,3 out of 4,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,9.210440366976517
3,125,1 out of 4,Super Area,Delhi,Unfurnished,Bachelors,2,Contact Owner,9.87822102528824
3,1000,Ground out of 2,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.90353755128617
3,1750,2 out of 4,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,10.896757843893464
1,379,21 out of 23,Carpet Area,Mumbai,Semi-Furnished,Bachelors,1,Contact Agent,10.87806606028079
2,777,4 out of 8,Carpet Area,Bangalore,Semi-Furnished,Family,2,Contact Agent,10.085850775128717
2,1125,Ground out of 2,Super Area,Delhi,Furnished,Bachelors/Family,2,Contact Owner,10.596659732783579
2,600,1 out of 2,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,8.987321812850125
4,4500,Ground out of 2,Carpet Area,Hyderabad,Semi-Furnished,Family,4,Contact Agent,12.429220196836383
2,700,25 out of 41,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,11.350418300109132
2,800,5 out of 8,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,11.407576060361786
2,720,6 out of 14,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,11.225256725762893
2,550,4 out of 7,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,10.373522431293592
1,505,4 out of 12,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent,10.915106645867503
3,2000,3 out of 6,Super Area,Delhi,Furnished,Bachelors/Family,3,Contact Owner,12.429220196836383
2,100,2 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,10.239995502805316
2,933,2 out of 5,Super Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,9.392745258631441
1,300,Ground out of 1,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,8.699681400989514
1,40,3 out of 3,Carpet Area,Delhi,Furnished,Bachelors/Family,1,Contact Agent,9.472781556562168
1,360,3 out of 7,Carpet Area,Mumbai,Furnished,Bachelors/Family,1,Contact Agent,9.798182590890704
2,650,1 out of 1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,8.575650760987806
1,650,Ground out of 2,Carpet Area,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,8.77971129020447
1,400,1 out of 1,Super Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner,9.105090961257085
2,994,2 out of 2,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,11.407576060361786
